Movie,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10
timecop,red planet,"crosby, stills & nash: long time comin'",metro,dial 1119,robinson crusoe on mars,outbreak,the domino principle,tulpan,legally blonde,carry on cowboy
true lies,0,0,0,0,0,0,0,0,0,0
when a man loves a woman,0,0,0,0,0,0,0,0,0,0
wolf,0,0,0,0,0,0,0,0,0,0
wyatt earp,0,0,0,0,0,0,0,0,0,0
bad company,i still know what you did last summer,bonjour tristesse,doctor zhivago,jekyll and hyde ... together again,the green butchers,rock 'n' roll frankenstein,layer cake,city lights,i'll always know what you did last summer,the crowd
a man of no importance,0,0,0,0,0,0,0,0,0,0
s.f.w.,0,0,0,0,0,0,0,0,0,0
a low down dirty shame,0,0,0,0,0,0,0,0,0,0
"boys life: three stories of love, lust, and liberation",0,0,0,0,0,0,0,0,0,0
colonel chabert,0,0,0,0,0,0,0,0,0,0
"faster, pussycat! kill! kill!",the wages of fear,tough enough,the outsiders,man of iron,popular music,dave chappelle's block party,a clockwork orange,armageddon,the arrival of a train at la ciotat,back to the future part iii
jason's lyric,0,0,0,0,0,0,0,0,0,0
the secret adventures of tom thumb,0,0,0,0,0,0,0,0,0,0
street fighter,0,0,0,0,0,0,0,0,0,0
coldblooded,0,0,0,0,0,0,0,0,0,0
desert winds,0,0,0,0,0,0,0,0,0,0
fall time,0,0,0,0,0,0,0,0,0,0
the fear,0,0,0,0,0,0,0,0,0,0
frank and ollie,0,0,0,0,0,0,0,0,0,0
girl in the cadillac,0,0,0,0,0,0,0,0,0,0
homage,0,0,0,0,0,0,0,0,0,0
mirage,0,0,0,0,0,0,0,0,0,0
open season,the kite runner,ellen degeneres: the beginning,straight from the heart,lowlands,messenger of death,chato's land,sabrina,mercury rising,big trouble in little china,ronin
dos crímenes,0,0,0,0,0,0,0,0,0,0
brother minister: the assassination of malcolm x,0,0,0,0,0,0,0,0,0,0
highlander: the final dimension,sabrina,ellen degeneres: the beginning,the ruling class,team america: world police,the happening,big trouble in little china,straight from the heart,the weather man,yamakasi,read it and weep
federal hill,0,0,0,0,0,0,0,0,0,0
in the mouth of madness,the game,aces go places v: the terracotta hit,hard candy,the chronicles of narnia: prince caspian,the mothman prophecies,rize,les cousins,dog day afternoon,house of 1000 corpses,voyage to the bottom of the sea
8 seconds,0,0,0,0,0,0,0,0,0,0
above the rim,0,0,0,0,0,0,0,0,0,0
addams family values,adaptation.,15 minutes,shane,a star is born,fallout,the harrad experiment,the night of the hunter,in the name of the king: a dungeon siege tale,carry on don't lose your head,david
martin lawrence: you so crazy,0,0,0,0,0,0,0,0,0,0
the age of innocence,0,0,0,0,0,0,0,0,0,0
airheads,0,0,0,0,0,0,0,0,0,0
the air up there,0,0,0,0,0,0,0,0,0,0
another stakeout,0,0,0,0,0,0,0,0,0,0
bad girls,0,0,0,0,0,0,0,0,0,0
barcelona,0,0,0,0,0,0,0,0,0,0
being human,0,0,0,0,0,0,0,0,0,0
the beverly hillbillies,0,0,0,0,0,0,0,0,0,0
beverly hills cop iii,"rome, open city",broken flowers,notting hill,flashdance,pirates of the caribbean: dead man's chest,amélie,rumble fish,men in black ii,the killing,star trek ii: the wrath of khan
black beauty,0,0,0,0,0,0,0,0,0,0
blink,angels and insects,face,fantozzi still suffers,pan tadeusz,at the earth's core,nuits rouges,hiroshima mon amour,eaten alive!,class of nuke 'em high,"4 months, 3 weeks and 2 days"
blown away,akira,the wanderers,people on sunday,the party 2,grizzly man,saw,true romance,the godfather: part iii,the simpsons movie,not here to be loved
blue chips,0,0,0,0,0,0,0,0,0,0
blue sky,0,0,0,0,0,0,0,0,0,0
body snatchers,z,tanguy,road to perdition,the devil's rejects,buck rogers in the 25th century,southland tales,hababam sınıfı uyanıyor,spy game,the party 2,polar storm
boxing helena,0,0,0,0,0,0,0,0,0,0
a bronx tale,0,0,0,0,0,0,0,0,0,0
cabin boy,mercury rising,staten island,dark horse,lowlands,the wilby conspiracy,derailed,enigma,garfield,"hello, frisco, hello",messenger of death
calendar girl,0,0,0,0,0,0,0,0,0,0
carlito's way,0,0,0,0,0,0,0,0,0,0
city slickers ii: the legend of curly's gold,0,0,0,0,0,0,0,0,0,0
clean slate,0,0,0,0,0,0,0,0,0,0
cliffhanger,0,0,0,0,0,0,0,0,0,0
coneheads,0,0,0,0,0,0,0,0,0,0
color of night,summer in berlin,houseboat,anatomy of hell,mr. holland's opus,rope,jacob's ladder,88 minutes,persepolis,belle époque,silent light
cops & robbersons,0,0,0,0,0,0,0,0,0,0
the cowboy way,0,0,0,0,0,0,0,0,0,0
dangerous game,0,0,0,0,0,0,0,0,0,0
dave,0,0,0,0,0,0,0,0,0,0
dazed and confused,0,0,0,0,0,0,0,0,0,0
demolition man,0,0,0,0,0,0,0,0,0,0
the endless summer 2,0,0,0,0,0,0,0,0,0,0
even cowgirls get the blues,0,0,0,0,0,0,0,0,0,0
fatal instinct,0,0,0,0,0,0,0,0,0,0
farewell my concubine,0,0,0,0,0,0,0,0,0,0
the favor,0,0,0,0,0,0,0,0,0,0
fearless,0,0,0,0,0,0,0,0,0,0
fear of a black hat,0,0,0,0,0,0,0,0,0,0
with honors,0,0,0,0,0,0,0,0,0,0
flesh and bone,0,0,0,0,0,0,0,0,0,0
widows' peak,0,0,0,0,0,0,0,0,0,0
for love or money,0,0,0,0,0,0,0,0,0,0
the firm,0,0,0,0,0,0,0,0,0,0
free willy,0,0,0,0,0,0,0,0,0,0
fresh,0,0,0,0,0,0,0,0,0,0
the fugitive,the year of getting to know us,some folks call it a sling blade,love & pop,chalte chalte,the baby of mâcon,amélie au pays des bodin's,an american tail,obsession,satanás - profile of a killer,the magic flute
geronimo: an american legend,0,0,0,0,0,0,0,0,0,0
the getaway,x-men origins: wolverine,the wedding planner,the pawnshop,romeo must die,the grapes of wrath,the terminal,young frankenstein,dogtown and z-boys,to kill a mockingbird,blood: the last vampire
getting even with dad,0,0,0,0,0,0,0,0,0,0
go fish,0,0,0,0,0,0,0,0,0,0
a good man in africa,0,0,0,0,0,0,0,0,0,0
guilty as sin,send me no flowers,the lovely bones,the nasty girl,42nd street,i woke up early the day i died,bugsy malone,orgazmo,masculin féminin,a boy and his dog,nuits rouges
hard target,dawn of the dead,murder she said,end of the world,the man with the golden arm,sleepless in seattle,the thomas crown affair,lonely hearts,scarface,ghost rider,the 39 steps
heaven & earth,0,0,0,0,0,0,0,0,0,0
hot shots! part deux,0,0,0,0,0,0,0,0,0,0
live nude girls,doppelganger,jack,derailed,august rush,friends with money,the mechanik,shadows of forgotten ancestors,the green butchers,mercury rising,death smiles on a murderer
the englishman who went up a hill but came down a mountain,0,0,0,0,0,0,0,0,0,0
the house of the spirits,veronika voss,tie me up! tie me down!,running out of time,sun alley,the last castle,working girl,the curse of the jade scorpion,balzac and the little chinese seamstress,wasabi,8 women
house party 3,0,0,0,0,0,0,0,0,0,0
the hudsucker proxy,0,0,0,0,0,0,0,0,0,0
i'll do anything,0,0,0,0,0,0,0,0,0,0
in the army now,0,0,0,0,0,0,0,0,0,0
in the line of fire,0,0,0,0,0,0,0,0,0,0
in the name of the father,vice versa,l'avventura,2010,mondo topless,the great spy chase,combat shock,steel,the machinist,jean de florette,bloodline
the inkwell,0,0,0,0,0,0,0,0,0,0
what's love got to do with it,0,0,0,0,0,0,0,0,0,0
jimmy hollywood,0,0,0,0,0,0,0,0,0,0
judgment night,dancer in the dark,sissi,terminator 3: rise of the machines,three colors: red,solaris,a nightmare on elm street,a river runs through it,back to the future part ii,the talented mr. ripley,rain man
jurassic park,grill point,blood diamond,sweet sixteen,rocky iv,rocky v,monsoon wedding,rocky iii,rain man,the passion of joan of arc,the conversation
kalifornia,0,0,0,0,0,0,0,0,0,0
killing zoe,street kings,rambo iii,the boys from county clare,the endless summer,the pianist,judgment night,shortbus,houseboat,reclaim your brain,m
king of the hill,0,0,0,0,0,0,0,0,0,0
lassie,0,0,0,0,0,0,0,0,0,0
last action hero,0,0,0,0,0,0,0,0,0,0
life with mikey,0,0,0,0,0,0,0,0,0,0
lightning jack,0,0,0,0,0,0,0,0,0,0
m. butterfly,requiem,night and fog,jesus,the reaping,lovers of the arctic circle,wild at heart,the deathmaker,a shot in the dark,games of love and chance,straw dogs
made in america,0,0,0,0,0,0,0,0,0,0
malice,0,0,0,0,0,0,0,0,0,0
the man without a face,0,0,0,0,0,0,0,0,0,0
manhattan murder mystery,0,0,0,0,0,0,0,0,0,0
menace ii society,0,0,0,0,0,0,0,0,0,0
executive decision,hitman,all the king's men,a very long engagement,last of the renegades,la vie en rose,destroy all monsters,the vanishing,return of the jedi,the boys from county clare,a time to kill
in the realm of the senses,scary movie,turner & hooch,doom,taxi 4,five times two,tuya's marriage,the wild angels,ali: fear eats the soul,sammy and rosie get laid,shock
what happened was...,0,0,0,0,0,0,0,0,0,0
much ado about nothing,0,0,0,0,0,0,0,0,0,0
mr. jones,transformers,total recall,25th hour,sneakers,death at a funeral,italian for beginners,nowhere in africa,takva: a man's fear of god,backdraft,or (my treasure)
mr. wonderful,0,0,0,0,0,0,0,0,0,0
mrs. doubtfire,the passion of joan of arc,monsoon wedding,wag the dog,reservoir dogs,get carter,beauty and the beast,rope,"bang, boom, bang",a nightmare on elm street,syriana
naked,0,0,0,0,0,0,0,0,0,0
the next karate kid,0,0,0,0,0,0,0,0,0,0
the new age,0,0,0,0,0,0,0,0,0,0
no escape,0,0,0,0,0,0,0,0,0,0
north,0,0,0,0,0,0,0,0,0,0
orlando,0,0,0,0,0,0,0,0,0,0
a perfect world,0,0,0,0,0,0,0,0,0,0
philadelphia,0,0,0,0,0,0,0,0,0,0
the piano,wild strawberries,four weddings and a funeral,city of angels,thunderball,the leopard,paradise now,the fog,enemy at the gates,three colors: blue,persona
poetic justice,pale rider,wild wild west,13 tzameti,shock treatment,torremolinos 73,maid in manhattan,up!,che: part two,beyond the sea,derailed
the program,0,0,0,0,0,0,0,0,0,0
the puppet masters,0,0,0,0,0,0,0,0,0,0
radioland murders,0,0,0,0,0,0,0,0,0,0
the ref,0,0,0,0,0,0,0,0,0,0
the remains of the day,flags of our fathers,the talented mr. ripley,the shipping news,lonely hearts,men in black ii,nostalgia,scarface,street kings,point break,cold mountain
renaissance man,0,0,0,0,0,0,0,0,0,0
rising sun,bordertown,no country for old men,the domino principle,escape from the planet of the apes,the last mistress,orpheus,the orphanage,rambo iii,or (my treasure),we own the night
the road to wellville,0,0,0,0,0,0,0,0,0,0
robocop 3,i'll always know what you did last summer,i still know what you did last summer,wild wild west,confessions of a dangerous mind,far cry,the fifth musketeer,junior bonner,beyond the sea,barefoot,layer cake
robin hood: men in tights,0,0,0,0,0,0,0,0,0,0
romeo is bleeding,the time machine,the last castle,belle époque,teheran '43,the perfect storm,two weeks notice,rush hour,anatomy of hell,heathers,yankee doodle dandy
romper stomper,0,0,0,0,0,0,0,0,0,0
ruby in paradise,0,0,0,0,0,0,0,0,0,0
rudy,0,0,0,0,0,0,0,0,0,0
the saint of fort washington,0,0,0,0,0,0,0,0,0,0
savage nights,0,0,0,0,0,0,0,0,0,0
schindler's list,the english patient,the promised land,batman forever,casino,the nativity story,the brasher doubloon,the pianist,sunflower,bangkok dangerous,the thing
the scout,0,0,0,0,0,0,0,0,0,0
searching for bobby fischer,0,0,0,0,0,0,0,0,0,0
second best,0,0,0,0,0,0,0,0,0,0
the secret garden,0,0,0,0,0,0,0,0,0,0
serial mom,0,0,0,0,0,0,0,0,0,0
the shadow,0,0,0,0,0,0,0,0,0,0
shadowlands,0,0,0,0,0,0,0,0,0,0
short cuts,the departed,return of the jedi,hitman,cape fear,the last mimzy,breakfast at tiffany's,the third man,to end all wars,the boys from county clare,pirates of the caribbean: the curse of the black pearl
a simple twist of fate,0,0,0,0,0,0,0,0,0,0
sirens,0,0,0,0,0,0,0,0,0,0
six degrees of separation,0,0,0,0,0,0,0,0,0,0
sleepless in seattle,terminator 3: rise of the machines,the talented mr. ripley,solaris,the 39 steps,the million dollar hotel,men in black ii,dawn of the dead,point break,say anything...,once were warriors
sliver,close encounters of the third kind,mars attacks!,a few good men,shaun of the dead,umberto d.,dolls,indiana jones and the temple of doom,in china they eat dogs,pi,the silence of the lambs
blade runner,nausicaä of the valley of the wind,"lock, stock and two smoking barrels",american beauty,amores perros,catch me if you can,a view to a kill,maybe... maybe not,taxi driver,megacities,"spring, summer, fall, winter... and spring"
son in law,0,0,0,0,0,0,0,0,0,0
so i married an axe murderer,0,0,0,0,0,0,0,0,0,0
striking distance,0,0,0,0,0,0,0,0,0,0
harem,0,0,0,0,0,0,0,0,0,0
super mario bros.,0,0,0,0,0,0,0,0,0,0
surviving the game,0,0,0,0,0,0,0,0,0,0
terminal velocity,0,0,0,0,0,0,0,0,0,0
thirty two short films about glenn gould,0,0,0,0,0,0,0,0,0,0
threesome,0,0,0,0,0,0,0,0,0,0
the nightmare before christmas,0,0,0,0,0,0,0,0,0,0
the three musketeers,frankenstein unbound,tie me up! tie me down!,torrente 3 the protector,running out of time,holy matrimony,nostalgia,the last castle,24 hour party people,one night at mccool's,à nos amours
tombstone,0,0,0,0,0,0,0,0,0,0
trial by jury,0,0,0,0,0,0,0,0,0,0
true romance,the killing,monsieur  hulot's holiday,men in black ii,jarhead,flashdance,stand by me,the science of sleep,bandyta,terminator 3: rise of the machines,amélie
the war room,0,0,0,0,0,0,0,0,0,0
the pagemaster,0,0,0,0,0,0,0,0,0,0
"paris, france",0,0,0,0,0,0,0,0,0,0
"the beans of egypt, maine",0,0,0,0,0,0,0,0,0,0
killer,in time,the hunchback of notre dame,confession of a child of the century,boat,gravity,mere brother ki dulhan,longitude,dollman vs. demonic toys,loose screws,boogie nights
welcome to the dollhouse,0,0,0,0,0,0,0,0,0,0
germinal,0,0,0,0,0,0,0,0,0,0
chasers,0,0,0,0,0,0,0,0,0,0
cronos,0,0,0,0,0,0,0,0,0,0
naked in new york,0,0,0,0,0,0,0,0,0,0
kika,0,0,0,0,0,0,0,0,0,0
bhaji on the beach,0,0,0,0,0,0,0,0,0,0
little big league,0,0,0,0,0,0,0,0,0,0
the slingshot,0,0,0,0,0,0,0,0,0,0
wide eyed and legless,0,0,0,0,0,0,0,0,0,0
foreign student,0,0,0,0,0,0,0,0,0,0
"ciao, professore!",0,0,0,0,0,0,0,0,0,0
spanking the monkey,0,0,0,0,0,0,0,0,0,0
the little rascals,0,0,0,0,0,0,0,0,0,0
à la mode,0,0,0,0,0,0,0,0,0,0
andre,0,0,0,0,0,0,0,0,0,0
the escort,0,0,0,0,0,0,0,0,0,0
princess caraboo,0,0,0,0,0,0,0,0,0,0
the celluloid closet,percy jackson & the olympians: the lightning thief,making the boys,johnny angel,the littlest rebel,casanova brown,sade,interceptor force 2,"young, violent, dangerous",fuse,bill w.
café au lait,0,0,0,0,0,0,0,0,0,0
dear diary,0,0,0,0,0,0,0,0,0,0
i don't want to talk about it,0,0,0,0,0,0,0,0,0,0
the brady bunch movie,0,0,0,0,0,0,0,0,0,0
home alone,blue velvet,fantasia,e.t. the extra-terrestrial,the fog,diamonds are forever,thunderball,a trip to the moon,seance on a wet afternoon,dead man walking,three colors: blue
ghost,as it is in heaven,rashomon,the outsiders,la strada,the curse of the were-rabbit,the godfather: part ii,the wages of fear,there's something about mary,"good bye, lenin!",notorious
aladdin,0,0,0,0,0,0,0,0,0,0
terminator 2: judgment day,man of iron,oliver twist,the devil wears prada,pirates of the caribbean: the curse of the black pearl,romeo + juliet,ocean's eleven,dave chappelle's block party,the seventh seal,contempt,cockles and muscles
dances with wolves,spy game,the party 2,edward scissorhands,die hard,paradise found,the killing,buddenbrooks,army of darkness,eyes wide shut,los olvidados
tough and deadly,the lost valentine,mythbusters holiday special,hatchet ii,knight of cups,treasure of the yankee zephyr,t.n.t.,camila jam,you instead,peek-a-boo,ladybug ladybug
batman,airplane ii: the sequel,rize,the chronicles of narnia: prince caspian,house of 1000 corpses,the blair witch project,les cousins,breaking and entering,harry potter and the goblet of fire,superman,in the mouth of madness
the silence of the lambs,go for zucker,cube²: hypercube,pocketful of miracles,star trek vi: the undiscovered country,in china they eat dogs,bed and board,the edukators,the experiment,the bridges of madison county,the crime of padre amaro
snow white and the seven dwarfs,the fortune cookie,cube zero,pi,casino,lights in the dusk,the nativity story,batman forever,shortbus,destroy all monsters,the thing
beauty and the beast,the passion of joan of arc,a nightmare on elm street,monsoon wedding,rain man,sissi,back to the future part ii,the conversation,rope,three colors: red,the 39 steps
pinocchio,0,0,0,0,0,0,0,0,0,0
pretty woman,raiders of the lost ark,miami vice,guess who's coming to dinner,the soft skin,last tango in paris,the simpsons movie,small change,the reaping,once upon a time in mexico,population 436
window to paris,0,0,0,0,0,0,0,0,0,0
the wild bunch,0,0,0,0,0,0,0,0,0,0
love and a .45,0,0,0,0,0,0,0,0,0,0
the wooden man's bride,0,0,0,0,0,0,0,0,0,0
a great day in harlem,0,0,0,0,0,0,0,0,0,0
bye bye love,0,0,0,0,0,0,0,0,0,0
one fine day,germany year zero,breaking up,park row,luther,messenger of death,the machinist,the 'human' factor,lorna's silence,high and dizzy,the history boys
candyman: farewell to the flesh,0,0,0,0,0,0,0,0,0,0
century,0,0,0,0,0,0,0,0,0,0
fargo,cube²: hypercube,raising arizona,the cabinet of dr. caligari,batman & robin,johnny handsome,pocketful of miracles,the edukators,willy wonka & the chocolate factory,good will hunting,young adam
homeward bound ii: lost in san francisco,0,0,0,0,0,0,0,0,0,0
heavy metal,0,0,0,0,0,0,0,0,0,0
hellraiser: bloodline,0,0,0,0,0,0,0,0,0,0
the pallbearer,0,0,0,0,0,0,0,0,0,0
jane eyre,0,0,0,0,0,0,0,0,0,0
loaded,0,0,0,0,0,0,0,0,0,0
bread and chocolate,0,0,0,0,0,0,0,0,0,0
the aristocats,0,0,0,0,0,0,0,0,0,0
the flower of my secret,0,0,0,0,0,0,0,0,0,0
two much,0,0,0,0,0,0,0,0,0,0
ed,0,0,0,0,0,0,0,0,0,0
scream of stone,0,0,0,0,0,0,0,0,0,0
my favorite season,0,0,0,0,0,0,0,0,0,0
a modern affair,0,0,0,0,0,0,0,0,0,0
condition red,0,0,0,0,0,0,0,0,0,0
halfaouine: boy of the terraces,0,0,0,0,0,0,0,0,0,0
a thin line between love and hate,0,0,0,0,0,0,0,0,0,0
the last supper,0,0,0,0,0,0,0,0,0,0
primal fear,dixie chicks: shut up and sing,savior,bring it on,"me, myself & irene",death machine,rocky ii,cop land,national treasure,american psycho,a few good men
rude,0,0,0,0,0,0,0,0,0,0
carried away,0,0,0,0,0,0,0,0,0,0
all dogs go to heaven 2,0,0,0,0,0,0,0,0,0,0
land and freedom,0,0,0,0,0,0,0,0,0,0
denise calls up,0,0,0,0,0,0,0,0,0,0
theodore rex,0,0,0,0,0,0,0,0,0,0
a family thing,0,0,0,0,0,0,0,0,0,0
frisk,0,0,0,0,0,0,0,0,0,0
sgt. bilko,0,0,0,0,0,0,0,0,0,0
jack & sarah,american pie,the man with the golden arm,rocky iv,kiss of the dragon,princesses,will penny,confidentially yours,rocky v,my tutor,rocky iii
girl 6,0,0,0,0,0,0,0,0,0,0
diabolique,three colors: blue,thunderball,the flintstones in viva rock vegas,persona,e.t. the extra-terrestrial,the wizard of oz,blue velvet,underworld: evolution,"black cat, white cat",effi briest
"little indian, big city",0,0,0,0,0,0,0,0,0,0
roula,0,0,0,0,0,0,0,0,0,0
peanuts – die bank zahlt alles,0,0,0,0,0,0,0,0,0,0
happy weekend,0,0,0,0,0,0,0,0,0,0
nelly and monsieur arnaud,0,0,0,0,0,0,0,0,0,0
courage under fire,0,0,0,0,0,0,0,0,0,0
mission: impossible,madagascar,pandora's box,birdman of alcatraz,the thomas crown affair,the vexxer,broken blossoms,mission: impossible ii,"torrente, the dumb arm of the law","don't worry, i'm fine",blood: the last vampire
cold fever,0,0,0,0,0,0,0,0,0,0
moll flanders,0,0,0,0,0,0,0,0,0,0
the superwife,0,0,0,0,0,0,0,0,0,0
"301, 302",0,0,0,0,0,0,0,0,0,0
dragonheart,0,0,0,0,0,0,0,0,0,0
und keiner weint mir nach,0,0,0,0,0,0,0,0,0,0
my mother's courage,0,0,0,0,0,0,0,0,0,0
eddie,0,0,0,0,0,0,0,0,0,0
yankee zulu,0,0,0,0,0,0,0,0,0,0
billy's holiday,0,0,0,0,0,0,0,0,0,0
purple noon,0,0,0,0,0,0,0,0,0,0
august,0,0,0,0,0,0,0,0,0,0
james and the giant peach,0,0,0,0,0,0,0,0,0,0
fear,0,0,0,0,0,0,0,0,0,0
kids in the hall: brain candy,0,0,0,0,0,0,0,0,0,0
faithful,0,0,0,0,0,0,0,0,0,0
underground,eye of the devil,under siege 2: dark territory,best seller,u-571,count dracula,final analysis,the prize,the fortune cookie,the number 23,wedlock
all things fair,0,0,0,0,0,0,0,0,0,0
bloodsport ii,0,0,0,0,0,0,0,0,0,0
pather panchali,the day of the locust,returner,can i do it till i need glasses?,the nasty girl,i woke up early the day i died,shooting war,once,the kingdom,robocop,confessions of a dangerous mind
the world of apu,ladyhawke,party monster,spy game,dances with wolves,rambo: first blood part ii,the wind that shakes the barley,city slickers,the lives of others,tanguy,z
